city,city_en,id,area,lon,lat
חספין,HASPIN,4005,צפון,35.7929907,32.8456305
חבצלת השרון,HAVAZZELET HASHARON,235,צפון-מרכז,34.861819,32.3604
הוואשלה,HAWASHLA,1169,דרום,34.979069,31.09222699999999
היוגב,HAYOGEV,684,צפון,35.207483,32.612753
חצב,HAZAV,700,דרום,34.770572,31.780095
חצרים,HAZERIM,397,דרום,34.717427,31.240603
חצבה,HAZEVA,13,דרום,35.278498,30.767942
חזון,HAZON,1047,צפון,35.395291,32.90658
חצור הגלילית,HAZOR HAGELILIT,2034,צפון,35.543548,32.980382
חצור אשדוד,HAZOR-ASHDOD,406,דרום,34.719366,31.772744
הזורעים,HAZORE'IM,307,צפון,35.499922,32.74814
הזורע,HAZOREA,250,צפון,35.11918,32.644516
חפצי בה,HEFZI-BAH,90,צפון,35.426247,32.518729
חלץ,HELEZ,820,דרום,34.658391,31.57794
חמד,HEMED,801,מרכז,34.841265,32.017992
חרב לאת,HEREV LE'ET,422,צפון,34.917146,32.403526
חרמש,HERMESH,3717,צפון,35.118993,32.423726
חירות,HERUT,162,צפון-מרכז,34.914127,32.240973
הרצליה,HERZELIYYA,6400,מרכז,34.844675,32.162413
חבר,HEVER,1110,צפון,35.264911,32.549097
חיבת ציון,HIBBAT ZIYYON,219,צפון,34.911931,32.397995
הילה,HILLA,1208,צפון,35.244582,33.036175
חיננית,HINNANIT,3643,צפון,35.173181,32.480891
הוד השרון,HOD HASHARON,9700,מרכז,34.8838788,32.149961
הודיות,HODAYOT,1322,צפון,35.435,32.788611
הודיה,HODIYYA,726,דרום,34.639275,31.676356
חופית,HOFIT,115,צפון-מרכז,34.874078,32.386082
חגלה,HOGLA,205,צפון,34.924252,32.38907
חולית,HOLIT,1239,דרום,34.32734,31.230563
חולון,HOLON,6600,מרכז,34.7706369,32.0180655
חורשים,HORESHIM,355,מרכז,34.97102,32.137875
חוסן,HOSEN,662,צפון,35.298723,32.997699
הושעיה,HOSHA'AYA,1186,צפון,35.29522499999999,32.757927
חוג'ייראת,HUJEIRAT,948,צפון,35.271481,32.836596
חולתה,HULATA,253,צפון,35.609244,33.052851
חולדה,HULDA,160,מרכז,34.881523,31.83215
חוקוק,HUQOQ,374,צפון,35.496654,32.878631
חורה,HURA,1303,דרום,34.935863,31.2997256
חורפיש,HURFEISH,496,צפון,35.347106,33.016688
חוסנייה,HUSSNIYYA,1332,צפון,35.322507,32.900573
הוזייל,HUZAYYEL,956,דרום,34.76147479999999,31.4146611
אעבלין,I'BILLIN,529,צפון,35.195795,32.8213416
איבים,IBBIM,338,דרום,34.609697,31.533597
אבטין,IBTIN,652,צפון,35.114601,32.759963
עידן,IDDAN,1175,דרום,35.299946,30.806291
אכסאל,IKSAL,478,צפון,35.3229703,32.6821176
אילניה,ILANIYYA,49,צפון,35.408188,32.753908
עילוט,ILUT,511,צפון,35.261482,32.717249
עמנואל,IMMANU'EL,3660,מרכז,35.136036,32.160688
עיר אובות,IR OVOT,1187,דרום,35.244389,30.808967
אירוס,IRUS,1336,מרכז,34.7766539,31.9285746
עספיא,ISIFYA,534,צפון,35.059087,32.720737
איתמר,ITAMAR,3762,צפון-מרכז,34.851612,31.046051
ג'ת,JAAT,628,צפון,34.794112,31.627796
ג'לג'וליה,JALJULYE,627,מרכז,34.9539749,32.1524568
ירושלים,JERUSALEM,3000,מרכז,35.21371,31.768319
ג'ש,JISH,487,צפון,35.447949,33.021266
ג'סר א זרקא,JISR AZ-ZARQA,541,צפון,34.911569,32.536262
ג'דיידה מכר,JUDEIDE-MAKER,1292,צפון,35.150573,32.928656
ג'ולס,JULIS,485,צפון,35.184243,32.94498
ג'נאביב,JUNNABIB,976,דרום,35.108132,31.287156
כעביה טבאש-חג'אג'רה,KA'ABIYYE-TABBASH-HA,978,צפון,35.184,32.750389
כברי,KABRI,576,צפון,35.147007,33.020985
כאבול,KABUL,504,צפון,35.2071305,32.8700114
כדיתה,KADDITA,1338,צפון,35.468309,33.005954
כדורי,KADOORIE,371,צפון,35.406304,32.70624
כפר ברא,KAFAR BARA,633,מרכז,34.970108,32.130911
כפר כמא,KAFAR KAMA,508,צפון,35.4394617,32.721473
כפר כנא,KAFAR KANNA,509,צפון,35.3400398,32.750474
כפר מנדא,KAFAR MANDA,510,צפון,35.2624051,32.809649
כפר מצר,KAFAR MISR,512,צפון,35.4223211,32.6453528
כפר קרע,KAFAR QARA,654,צפון,35.048811,32.505255
כפר קאסם,KAFAR QASEM,634,מרכז,34.968918,32.1173916
כפר יאסיף,KAFAR YASIF,507,צפון,35.1599957,32.9520318
כחל,KAHAL,1210,צפון,35.511572,32.89046500000001
כלנית,KALLANIT,1229,צפון,35.453972,32.875328
כמון,KAMMON,1201,צפון,35.360916,32.909119
כנף,KANAF,4028,צפון,35.697897,32.870412
כנות,KANNOT,2006,דרום,34.851612,31.046051
כאוכב אבו אל היג'א,KAOKAB ABU AL-HIJA,505,צפון,35.248701,32.831888
כרי דשא,KARE DESHE,38,צפון,35.576718,32.928713
כרכום,KARKOM,1285,צפון,35.606331,32.928271
כרמי קטיף,KARME QATIF,1374,דרום,34.911993,31.537825
כרמי יוסף,KARME YOSEF,1264,מרכז,34.921347,31.848024
כרמי צור,KARME ZUR,3766,מרכז,35.101273,31.609468
כרמל,KARMEL,3656,מרכז,35.182268,31.432786
כרמיאל,KARMI'EL,1139,צפון,35.2932814,32.9085935
כרמיה,KARMIYYA,768,דרום,34.540413,31.60269499999999
כפר אדומים,KEFAR ADUMMIM,3638,מרכז,35.337189,31.827216
כפר אחים,KEFAR AHIM,690,דרום,34.755932,31.745864
כפר אביב,KEFAR AVIV,857,מרכז,34.722577,31.831039
כפר עבודה,KEFAR AVODA,875,צפון-מרכז,34.93966899999999,32.255731
כפר עזה,KEFAR AZZA,845,דרום,34.532291,31.483416
כפר ברוך,KEFAR BARUKH,132,צפון,35.193078,32.646048
כפר ביאליק,KEFAR BIALIK,220,צפון,35.0871929,32.8220488
"כפר ביל""ו",KEFAR BILU,177,מרכז,34.826734,31.870475
כפר בן נון,KEFAR BIN NUN,2010,מרכז,34.947191,31.861679
כפר בלום,KEFAR BLUM,357,צפון,35.607938,33.172527
כפר דניאל,KEFAR DANIYYEL,707,מרכז,34.932306,31.933521
כפר עציון,KEFAR EZYON,3488,מרכז,35.115234,31.649486
כפר גלים,KEFAR GALLIM,427,צפון,34.959511,32.76615
כפר גדעון,KEFAR GID'ON,106,צפון,35.289278,32.644579
כפר גלעדי,KEFAR GIL'ADI,76,צפון,35.574142,33.242078
כפר גליקסון,KEFAR GLIKSON,310,צפון,35.00354,32.505824
"כפר חב""ד",KEFAR HABAD,696,מרכז,34.849103,31.990144
כפר החורש,KEFAR HAHORESH,192,צפון,35.272956,32.701549
כפר המכבי,KEFAR HAMAKKABI,254,צפון,35.114793,32.791804
כפר הנגיד,KEFAR HANAGID,582,מרכז,34.748725,31.887134
כפר חנניה,KEFAR HANANYA,1297,צפון,35.423785,32.915993
כפר הנשיא,KEFAR HANASI,443,צפון,35.602308,32.97466
כפר הנוער הדתי,KEFAR HANO'AR HADATI,890,צפון,35.09615,32.742897
כפר האורנים,KEFAR HAORANIM,3796,מרכז,35.036911,31.919928
"כפר הרי""ף",KEFAR HARIF,888,דרום,34.790928,31.747029
"כפר הרא""ה",KEFAR HARO'E,217,צפון,34.910917,32.391037
כפר חרוב,KEFAR HARUV,4004,צפון,35.66418,32.762357
כפר חסידים א',KEFAR HASIDIM ALEF,112,צפון,35.094212,32.752262
כפר חסידים ב',KEFAR HASIDIM BET,889,צפון,35.08828099999999,32.750515
כפר חיים,KEFAR HAYYIM,193,צפון-מרכז,34.90070900000001,32.353857
כפר הס,KEFAR HESS,187,צפון-מרכז,34.935137,32.247721
כפר חיטים,KEFAR HITTIM,255,צפון,35.50328,32.799998
כפר חושן,KEFAR HOSHEN,609,צפון,35.440171,33.013123
כפר קיש,KEFAR KISH,388,צפון,35.44895,32.666087
"כפר מל""ל",KEFAR MALAL,98,מרכז,34.894744,32.167567
כפר מסריק,KEFAR MASARYK,297,צפון,35.098414,32.891218
כפר מימון,KEFAR MAYMON,1095,דרום,34.53718,31.431401
כפר מנחם,KEFAR MENAHEM,274,דרום,34.835079,31.732077
כפר מונש,KEFAR MONASH,387,צפון-מרכז,34.916426,32.345607
כפר מרדכי,KEFAR MORDEKHAY,764,מרכז,34.756643,31.831504
כפר נטר,KEFAR NETTER,316,צפון-מרכז,34.871979,32.271928
כפר פינס,KEFAR PINES,189,צפון,35.002063,32.482717
כפר ראש הנקרה,KEFAR ROSH HANIQRA,579,צפון,35.113455,33.08609
כפר רוזנואלד,KEFAR ROZENWALD(ZAR.,1130,צפון,34.851612,31.046051
כפר רופין,KEFAR RUPPIN,295,צפון,35.555673,32.457549
כפר רות,KEFAR RUT,1166,מרכז,35.035309,31.910378
כפר סבא,KEFAR SAVA,6900,מרכז,34.90761,32.178195
כפר שמאי,KEFAR SHAMMAY,605,צפון,35.457916,32.955698
כפר שמריהו,KEFAR SHEMARYAHU,267,מרכז,34.823124,32.187123
כפר שמואל,KEFAR SHEMU'EL,743,מרכז,34.934819,31.888259
כפר סילבר,KEFAR SILVER,107,דרום,34.612311,31.675669
כפר סירקין,KEFAR SIRKIN,249,מרכז,34.922763,32.076684
כפר סאלד,KEFAR SZOLD,345,צפון,35.657993,33.196035
כפר תפוח,KEFAR TAPPUAH,3572,צפון-מרכז,35.050973,31.538448
כפר תבור,KEFAR TAVOR,47,צפון,35.4200208,32.687727
כפר טרומן,KEFAR TRUMAN,673,מרכז,34.927696,31.980493
כפר אוריה,KEFAR URIYYA,364,דרום-מרכז,34.944757,31.793399
כפר ויתקין,KEFAR VITKIN,190,צפון-מרכז,34.875308,32.380541
כפר ורבורג,KEFAR WARBURG,320,דרום,34.72868,31.718747
כפר ורדים,KEFAR WERADIM,1263,צפון,35.2628012,32.9969981
כפר יעבץ,KEFAR YA'BEZ,170,צפון-מרכז,34.965463,32.273945
כפר יחזקאל,KEFAR YEHEZQEL,85,צפון,35.360888,32.566949
כפר יהושע,KEFAR YEHOSHUA,140,צפון,35.1515478,32.680966
כפר יונה,KEFAR YONA,168,צפון-מרכז,34.9330201,32.3176357
כפר זיתים,KEFAR ZETIM,786,צפון,35.465165,32.811614
כפר זוהרים,KEFAR ZOHARIM,1325,דרום-מרכז,34.925669,31.622631
כליל,KELIL,1183,צפון,35.199672,32.983567
כמהין,KEMEHIN,1291,דרום,34.430725,30.910327
כרמים,KERAMIM,1198,דרום,34.917879,31.333464
כרם בן שמן,KEREM BEN SHEMEN,88,מרכז,34.934104,31.958896
כרם בן זמרה,KEREM BEN ZIMRA,664,צפון,35.46988899999999,33.039224
כרם ביבנה,KEREM BEYAVNE,1094,מרכז,34.7226127,31.8199341
"כרם מהר""ל",KEREM MAHARAL,580,צפון,34.99145,32.644325
כרם שלום,KEREM SHALOM,1085,דרום,34.284559,31.228281
כסלון,KESALON,859,דרום-מרכז,35.048171,31.774262
ח'ואלד,KHAWALED,1321,צפון,35.15837399999999,32.758894
כנרת,KINNERET,63,צפון,35.56577740000001,32.7223846
כישור,KISHOR,1153,צפון,35.250213,32.946651
כסרא סמיע,KISRA-SUMEI,1296,צפון,35.3038834,32.9646608
כיסופים,KISSUFIM,840,דרום,34.398992,31.374545
כחלה,KOCHLEA,1367,דרום,35.048572,31.287112
כוכב השחר,KOKHAV HASHAHAR,3564,מרכז,34.851612,31.046051
כוכב מיכאל,KOKHAV MIKHA'EL,824,דרום,34.667794,31.631482
כוכב יעקב,KOKHAV YA'AQOV,3779,מרכז,35.242773,31.880152
כוכב יאיר,KOKHAV YA'IR,1224,מרכז,34.9939021,32.2207488
כורזים,KORAZIM,1252,צפון,35.55015,32.911112
כסיפה,KUSEIFE,1059,דרום,35.083681,31.249246
להב,LAHAV,2023,דרום,34.871311,31.379363
להבות הבשן,LAHAVOT HABASHAN,380,צפון,35.6478714,33.1412178
להבות חביבה,LAHAVOT HAVIVA,715,צפון,35.01179,32.395216
לכיש,LAKHISH,24,דרום,34.8429273,31.5615742
לפיד,LAPPID,1310,מרכז,35.032191,31.917522
לפידות,LAPPIDOT,1173,צפון,35.260956,32.959801
לקיה,LAQYE,1060,דרום,34.866219,31.324884
לביא,LAVI,585,צפון,35.440717,32.787648
לבון,LAVON,1207,צפון,35.286475,32.94118
להבים,LEHAVIM,1271,דרום,34.816952,31.373835
שריגים,LI-ON,1114,דרום-מרכז,34.93509,31.678567
לימן,LIMAN,674,צפון,35.111815,33.058732
לבנים,LIVNIM,1230,צפון,35.497479,32.86379
לוד,LOD,7000,מרכז,34.888075,31.951014
לוחמי הגיטאות,LOHAME HAGETA'OT,595,צפון,35.096741,32.962661
לוטן,LOTAN,1255,דרום,35.086776,29.988263
לוטם,LOTEM,1171,צפון,35.35996,32.880858
לוזית,LUZIT,52,דרום-מרכז,34.888222,31.688209
מעגן,MA'AGAN,678,צפון,35.600575,32.706344
מעגן מיכאל,MA'AGAN MIKHA'EL,694,צפון,34.917816,32.55871
מעלה אדומים,MA'ALE ADUMMIM,3616,מרכז,35.297955,31.777369
מעלה עמוס,MA'ALE AMOS,3653,מרכז,35.22936500000001,31.596887
מעלה אפרים,MA'ALE EFRAYIM,3608,צפון,34.851612,31.046051
מעלה גמלא,MA'ALE GAMLA,4008,צפון,35.685966,32.88825600000001
מעלה גלבוע,MA'ALE GILBOA,1127,צפון,35.420637,32.476065
מעלה החמישה,MA'ALE HAHAMISHA,286,דרום-מרכז,35.109406,31.817429
מעלה עירון,MA'ALE IRON,1327,צפון,35.1865314,32.5508302
מעלה לבונה,MA'ALE LEVONA,3752,צפון-מרכז,34.851612,31.046051
מעלה מכמש,MA'ALE MIKHMAS,3651,מרכז,35.305902,31.879131
מעלות תרשיחא,MA'ALOT-TARSHIHA,1063,צפון,35.2768101,33.0148018
מענית,MA'ANIT,344,צפון,35.0278006,32.4581327
מעש,MA'AS,230,מרכז,34.892639,32.063511
מעברות,MA'BAROT,197,צפון-מרכז,34.905733,32.364197
מעגלים,MA'GALIM,1082,דרום,34.598239,31.398859
מעון,MA'ON,3657,מרכז,35.163893,31.414592
מאור,MA'OR,2055,צפון,35.005289,32.425832
מעוז חיים,MA'OZ HAYYIM,272,צפון,35.550767,32.49407
מעין ברוך,MA'YAN BARUKH,416,צפון,35.609359,33.239349
מעין צבי,MA'YAN ZEVI,290,צפון,34.940623,32.568484
מבועים,MABBU'IM,1080,דרום,34.65499399999999,31.44945
מגן,MAGEN,695,דרום,34.427059,31.298108
מגן שאול,MAGEN SHA'UL,1155,צפון,35.306431,32.521471
מגל,MAGGAL,375,צפון,35.036147,32.385556
מגשימים,MAGSHIMIM,722,מרכז,34.9023182,32.0506884
מחניים,MAHANAYIM,308,צפון,35.570375,32.988845
צוקים,MAHANE BILDAD,1262,דרום,35.165443,30.491551
מחנה הילה,MAHANE HILLA,1411,מרכז,34.851612,31.046051
מחנה מרים,MAHANE MIRYAM,1414,דרום,34.851612,31.046051
מחנה טלי,MAHANE TALI,1418,דרום,34.851612,31.046051
מחנה תל נוף,MAHANE TEL NOF,1412,מרכז,34.8195,31.822281
מחנה יפה,MAHANE YAFA,1415,דרום,34.851612,31.046051
מחנה יתיר,MAHANE YATTIR,1196,דרום,35.060671,31.347793
מחנה יהודית,MAHANE YEHUDIT,1413,צפון,34.975849,32.797684
מחנה יוכבד,MAHANE YOKHVED,1416,דרום,34.934344,29.952075
מחסיה,MAHSEYA,776,דרום-מרכז,35.00726,31.748858
מג'ד אל כרום,MAJD AL-KURUM,516,צפון,35.25665,32.920132
מג'דל שמס,MAJDAL SHAMS,4201,צפון,35.772122,33.2690961
מכחול,MAKCHUL,1343,דרום,35.075736,31.288515
מלכיה,MALKIYYA,596,צפון,35.509624,33.098589
מנוף,MANOF,1174,צפון,35.237355,32.853258
מנות,MANOT,1205,צפון,35.195156,33.038709
מנשית זבדה,MANSHIYYET ZABDA,994,צפון,35.192415,32.706219
מרגליות,MARGALIYYOT,843,צפון,35.544354,33.216474
מסעדה,MAS'ADE,4203,צפון,35.7555991,33.2321159
מסעודין אל עזאזמה,MAS'UDIN AL-'AZAZME,939,דרום,34.817449,31.199264
משאבי שדה,MASH'ABBE SADE,421,דרום,34.785029,31.00404199999999
משען,MASH'EN,791,דרום,34.621607,31.656885
משכיות,MASKIYYOT,3785,מרכז,35.502754,32.317865
מסלול,MASLUL,748,דרום,34.590761,31.323677
מסד,MASSAD,1258,צפון,35.423166,32.844172
מסדה,MASSADA,263,צפון,35.597657,32.682305
משואה,MASSU'A,3605,צפון,34.8694061,32.2548908
משואות יצחק,MASSUOT YIZHAQ,620,דרום,34.689968,31.70261
מטע,MATTA,822,דרום-מרכז,35.060571,31.716522
מתן,MATTAN,1315,מרכז,34.97319,32.159377
מתת,MATTAT,1184,צפון,35.35669499999999,33.041684
מתתיהו,MATTITYAHU,3648,מרכז,35.034997,31.929747
מבקיעים,MAVQI'IM,573,דרום,34.577431,31.622518
מזכרת בתיה,MAZKERET BATYA,28,מרכז,34.840016,31.850638
מצליח,MAZLIAH,757,מרכז,34.871278,31.906364
מזור,MAZOR,606,מרכז,34.931373,32.050698
מזרעה,MAZRA'A,517,צפון,35.098934,32.983652
מצובה,MAZZUVA,325,צפון,35.155705,33.062312
מי עמי,ME AMMI,1128,צפון,35.146425,32.504963
מאיר שפיה,ME'IR SHEFEYA,102,צפון,34.8739245,32.101972
מעונה,ME'ONA,570,צפון,35.263626,33.016894
מפלסים,MEFALLESIM,668,דרום,34.561674,31.50220599999999
מגדים,MEGADIM,689,צפון,34.9621003,32.7266265
מגידו,MEGIDDO,586,צפון,35.179972,32.577899
מחולה,MEHOLA,3599,צפון,35.51602,32.365285
מייסר,MEISER,649,צפון,35.042131,32.445246
מכורה,MEKHORA,3614,צפון,35.423623,32.164159
מלאה,MELE'A,164,צפון,35.237528,32.563149
מלילות,MELILOT,2044,דרום,34.595243,31.389897
מנחמיה,MENAHEMYA,48,צפון,35.555195,32.66318529999999
מנרה,MENNARA,347,צפון,35.543728,33.195375
מנוחה,MENUHA,2030,דרום,34.777273,31.656159
מירב,MERAV,1282,צפון,35.422479,32.452041
מרחב עם,MERHAV AM,1340,דרום,34.828175,30.888022
מרחביה,MERHAVYA,97,צפון,35.30725,32.60585
מרכז שפירא,MERKAZ SHAPPIRA,1098,דרום,34.707319,31.696927
מרום גולן,MEROM GOLAN,4101,צפון,35.77707100000001,33.132583
מירון,MERON,607,צפון,35.441643,32.985226
מישר,MESHAR,731,מרכז,34.752588,31.815936
משהד,MESHHED,520,צפון,35.322494,32.738912
מסילת ציון,MESILLAT ZIYYON,742,דרום-מרכז,35.0117254,31.8030178
מסילות,MESILLOT,298,צפון,35.474651,32.497362
מיטל,METAL,1154,צפון,34.851612,31.046051
מיתר,METAR,1268,דרום,34.9435778,31.3280076
מיטב,METAV,2054,צפון,35.300898,32.545509
מטולה,METULA,43,צפון,35.578235,33.277232
מבשרת ציון,MEVASSERET ZIYYON,1015,מרכז,35.151392,31.80495489999999
מבוא ביתר,MEVO BETAR,771,מרכז,35.106656,31.722592
מבוא דותן,MEVO DOTAN,3569,צפון,35.173869,32.420772
מבוא חמה,MEVO HAMMA,4204,צפון,35.655207,32.736701
מבוא חורון,MEVO HORON,3709,מרכז,35.034977,31.849598
מבוא מודיעים,MEVO MODI'IM,1141,מרכז,34.98799899999999,31.933851
מבואות ים,MEVO'OT YAM,1318,צפון-מרכז,34.866797,32.401697
מבואות יריחו,MEVO'OT YERIHO,3825,מרכז,35.4155538,31.9074488
מצדות יהודה,MEZADOT YEHUDA,3745,מרכז,35.11134,31.365586
מיצר,MEZAR,4019,צפון,35.047702,32.440186
מצר,MEZER,648,צפון,35.047702,32.440186
מעיליא,MI'ELYA,518,צפון,35.256304,33.027194
מדרך עוז,MIDRAKH OZ,2029,צפון,35.157976,32.59464800000001
מדרשת בן גוריון,MIDRESHET BEN GURION,1140,דרום,34.7834,30.852297
מדרשת רופין,MIDRESHET RUPPIN,897,צפון-מרכז,34.9122632,32.3423801
מגדל,MIGDAL,65,צפון,35.499849,32.839494
מגדל העמק,MIGDAL HAEMEQ,874,צפון,35.2417497,32.6778114
מגדל עוז,MIGDAL OZ,3561,מרכז,34.851612,31.046051
מגדלים,MIGDALIM,3751,צפון-מרכז,34.851612,31.046051
מכמנים,MIKHMANNIM,1202,צפון,35.32899099999999,32.905865
מכמורת,MIKHMORET,382,צפון-מרכז,34.871551,32.406504
מקווה ישראל,MIQWE YISRA'EL,22,מרכז,34.783333,32.033333
משגב עם,MISGAV AM,378,צפון,35.548499,33.247572
משגב דב,MISGAV DOV,765,מרכז,34.739162,31.819054
משמר איילון,MISHMAR AYYALON,670,מרכז,34.943253,31.872478
משמר דוד,MISHMAR DAWID,563,מרכז,34.900676,31.82355799999999
משמר העמק,MISHMAR HAEMEQ,130,צפון,35.14267299999999,32.610063
משמר הנגב,MISHMAR HANEGEV,395,דרום,34.71796800000001,31.364796
משמר השרון,MISHMAR HASHARON,194,צפון-מרכז,34.904256,32.356305
משמר השבעה,MISHMAR HASHIV'A,729,מרכז,34.822337,32.010891
משמר הירדן,MISHMAR HAYARDEN,732,צפון,35.598271,33.003484
משמר יהודה,MISHMAR YEHUDA,3865,מרכז,34.851612,31.046051
משמרות,MISHMAROT,213,צפון,34.983892,32.486513
משמרת,MISHMERET,425,צפון-מרכז,34.922055,32.227586
מצפה אילן,MITSPE ILAN,1370,צפון,35.068861,32.461378
מבטחים,MIVTAHIM,829,דרום,34.407488,31.242423
מצפה,MIZPA,58,צפון,35.507851,32.789973
"מצפה אבי""ב",MIZPE AVIV,1222,צפון,35.201059,32.837951
מצפה נטופה,MIZPE NETOFA,1190,צפון,35.383501,32.801748
מצפה רמון,MIZPE RAMON,99,דרום,34.8011766,30.6094096
מצפה שלם,MIZPE SHALEM,3610,מרכז,34.851612,31.046051
מצפה יריחו,MIZPE YERIHO,3576,מרכז,35.395409,31.815688
מזרע,MIZRA,104,צפון,35.286404,32.649879
מודיעין עילית,MODI'IN ILLIT,3797,מרכז,34.851612,31.046051
מודיעין מכבים-רעות,MODI'IN-MAKKABBIM-RE,1200,מרכז,35.010397,31.890267
מולדת,MOLEDET,269,צפון,35.438941,32.586196
מורן,MORAN,1163,צפון,35.39481,32.921637
מורשת,MORESHET,1178,צפון,35.231997,32.826132
מוצא עילית,MOZA ILLIT,208,מרכז,35.157,31.793591
מגאר,MUGHAR,481,צפון,35.4091765,32.8872843
מוקייבלה,MUQEIBLE,635,צפון,35.294806,32.514142
נעלה,NA'ALE,3787,מרכז,35.065976,31.962594
נען,NA'AN,158,מרכז,34.859237,31.883208
נערן,NA'ARAN,3620,צפון,34.851612,31.046051
נאעורה,NA'URA,524,צפון,35.391133,32.61468
"נעמ""ה",NAAMA,3713,מרכז,34.9662246,31.8884944
אשבל,NAHAL ESHBAL,1276,צפון,35.30601,32.876984
חמדת,NAHAL HEMDAT,3646,צפון,34.851612,31.046051
נחל עוז,NAHAL OZ,844,דרום,34.497675,31.47267999999999
שיטים,NAHAL SHITTIM,1267,דרום,35.016722,30.176442
נחלה,NAHALA,2045,דרום,34.792817,31.66
נהלל,NAHALAL,80,צפון,35.1964717,32.6903009
נחליאל,NAHALI'EL,3767,מרכז,34.927338,32.444432
נחם,NAHAM,809,דרום-מרכז,35.0035723,31.7664783
נהריה,NAHARIYYA,9100,צפון,35.0980514,33.0085361
נחף,NAHEF,522,צפון,35.3156595,32.9350929
נחשולים,NAHSHOLIM,433,צפון,34.92225,32.61309
נחשון,NAHSHON,777,דרום-מרכז,34.955986,31.831616
נחשונים,NAHSHONIM,705,מרכז,34.947011,32.063236
נצאצרה,NASASRA,1041,דרום,35.032332,31.247033
נטף,NATAF,1254,דרום-מרכז,35.06957999999999,31.831276
נטור,NATUR,4014,צפון,35.752574,32.854068
נווה,NAVE,1366,דרום,34.329827,31.162183
נצרת,NAZARETH,7300,צפון,35.303546,32.699635
נאות גולן,NE'OT GOLAN,4551,צפון,35.693172,32.787026
נאות הכיכר,NE'OT HAKIKKAR,1124,דרום,35.378126,30.933368
נאות מרדכי,NE'OT MORDEKHAY,408,צפון,35.595602,33.159785
נעורים,NE'URIM,186,צפון-מרכז,34.851612,31.046051
נגבה,NEGBA,315,דרום,34.679561,31.662547
נגוהות,NEGOHOT,3724,מרכז,34.983347,31.493077
נחלים,NEHALIM,449,מרכז,34.911998,32.0585313
נהורה,NEHORA,309,דרום,34.704496,31.621321
נחושה,NEHUSHA,59,דרום-מרכז,34.952732,31.628848
ניין,NEIN,523,צפון,35.349399,32.630986
נס עמים,NES AMMIM,1143,צפון,35.121588,32.965465
נס הרים,NES HARIM,825,דרום-מרכז,35.059406,31.74419199999999
נס ציונה,NES ZIYYONA,7200,מרכז,34.801327,31.932111
נשר,NESHER,2500,צפון,35.045039,32.7721793
נטע,NETA,1369,דרום,34.927774,31.477893
נטעים,NETA'IM,174,מרכז,34.775145,31.945689
נתניה,NETANYA,7400,צפון-מרכז,34.853196,32.321458
נתיב העשרה,NETIV HAASARA,1242,דרום,34.539322,31.572407
נתיב הגדוד,NETIV HAGEDUD,3555,צפון,35.443281,31.989412
"נתיב הל""ה",NETIV HALAMED-HE,693,דרום-מרכז,34.982523,31.687184
נתיב השיירה,NETIV HASHAYYARA,792,צפון,35.130745,32.991185
נתיבות,NETIVOT,246,דרום,34.5946466,31.423132
נטועה,NETU'A,1147,צפון,35.323406,33.065387
נבטים,NEVATIM,396,דרום,34.882488,31.219761
נוה צוף,NEVE TSUF,3573,מרכז,35.128876,32.008313
"נווה אטי""ב",NEWE ATIV,4303,צפון,35.740574,33.26202
נווה אבות,NEWE AVOT,926,צפון,34.9742001,32.4728028
נווה דניאל,NEWE DANIYYEL,3725,מרכז,35.143293,31.67632
נווה איתן,NEWE ETAN,296,צפון,35.533119,32.492304
נווה חריף,NEWE HARIF,1279,דרום,35.03649,30.039793
נווה אילן,NEWE ILAN,405,דרום-מרכז,35.080922,31.807585
נווה מיכאל,NEWE MIKHA'EL,1071,דרום-מרכז,35.00671,31.673049
נווה מבטח,NEWE MIVTAH,827,דרום,34.741231,31.806767
נווה שלום,NEWE SHALOM,1259,דרום-מרכז,34.875642,31.953033
נווה אור,NEWE UR,590,צפון,35.554544,32.589025
נווה ים,NEWE YAM,312,צפון,34.93188,32.679769
נווה ימין,NEWE YAMIN,686,מרכז,34.939378,32.171692
נווה ירק,NEWE YARAQ,858,מרכז,34.925488,32.132729
נווה זיו,NEWE ZIV,1314,צפון,35.18433,33.027399
נווה זוהר,NEWE ZOHAR,1057,דרום,35.364771,31.152068
נצר חזני,NEZER HAZZANI,1372,מרכז,34.862554,31.8214
נצר סרני,NEZER SERENI,435,מרכז,34.821191,31.922789
"ניל""י",NILI,3655,מרכז,34.851612,31.046051
נמרוד,NIMROD,4035,צפון,35.750842,33.244978
ניר עם,NIR AM,348,דרום,34.580544,31.518459
ניר עקיבא,NIR AQIVA,2048,דרום,34.646166,31.469933
ניר בנים,NIR BANIM,553,דרום,34.755012,31.671177
ניר דוד,NIR DAWID,256,צפון,35.457622,32.504062
ניר אליהו,NIR ELIYYAHU,808,מרכז,34.949375,32.197593
ניר עציון,NIR EZYON,769,צפון,34.992526,32.699125
ניר גלים,NIR GALLIM,720,מרכז,34.68254,31.82552
"ניר ח""ן",NIR HEN,11,דרום,34.714282,31.608906
ניר משה,NIR MOSHE,2047,דרום,34.630085,31.477456
ניר עוז,NIR OZ,69,דרום,34.402075,31.309697
ניר יפה,NIR YAFE,165,צפון,35.244896,32.568982
ניר ישראל,NIR YISRA'EL,699,דרום,34.638071,31.692156
ניר יצחק,NIR YIZHAQ,402,דרום,34.356702,31.23604
